lib_epci,hommes_moins_de_25_ans,hommes_25_a_49_ans,hommes_plus_de_50_ans,total_hommes,femmes_moins_de_25_ans,femmes_25_a_49_ans,femmes_plus_de_50_ans,total_femmes,diplome_niv_1_2,diplome_niv_3,diplome_niv_4,diplome_niv_5,diplome_niv_5_bis,diplome_niv_6,diplome_indetermine,total_categorie_a
Bordeaux Métropole,3579,16226,5317,25122,3294,16167,5050,24511,10520,6620,10724,14103,2391,5027,248,49633
Brest Métropole,999,3759,1247,6005,867,3242,1238,5347,1689,1193,2415,4353,654,968,80,11352
CA Agglo Pays d'Issoire,196,695,385,1276,168,848,433,1449,s.s,261,592,1202,185,251,s.s,2725
CA Agglo du Pays de Dreux,561,2149,879,3589,460,2242,883,3585,488,639,1456,2961,612,989,29,7174
CA Agglomération du Choletais,371,1212,574,2157,316,1296,652,2264,404,468,864,1718,311,631,25,4421
CA Alès Agglomération,756,3012,1571,5339,562,2834,1475,4871,705,926,2065,4677,734,1084,19,10210
CA Amiens Métropole,1091,4367,1530,6988,972,3667,1278,5917,1536,1090,2650,4501,1217,1849,62,12905
CA Annemasse- les Voirons-Agglomération,286,2332,773,3391,307,2053,655,3015,833,689,1374,2352,333,770,55,6406
CA Annonay Rhône Agglo,194,774,333,1301,148,701,321,1170,s.s,240,541,1013,157,296,s.s,2471
CA Ardenne Métropole,599,2607,1299,4505,560,2176,1084,3820,422,602,1555,3964,712,1045,25,8325
CA Arlysère,173,639,320,1132,151,599,294,1044,221,217,406,904,128,284,16,2176
CA Bassin d'Arcachon Sud-Pôle Atlantique (Cobas),274,1042,538,1854,221,1225,715,2161,s.s,553,938,1625,189,210,s.s,4015
"CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay",160,598,294,1052,145,660,297,1102,s.s,229,401,864,125,274,s.s,2154
CA Bergeracoise,297,1084,480,1861,206,1029,521,1756,s.s,346,728,1583,245,463,s.s,3617
CA Bourges Plus,452,1868,721,3041,368,1667,715,2750,528,561,1072,2436,386,794,14,5791
CA Cannes Pays de Lérins,778,3977,1976,6731,640,3819,1989,6448,1625,1654,3088,4327,890,1545,50,13179
CA Cap Excellence,742,3593,1875,6210,879,5178,2452,8509,851,1237,3171,5457,1465,2455,83,14719
CA Carcassonne Agglo,577,2156,1103,3836,508,2150,1132,3790,551,733,1688,3178,544,903,29,7626
CA Caux Vallée de Seine,424,1103,446,1973,407,1224,559,2190,200,333,835,2000,317,465,13,4163
CA Chambéry Métropole-Coeur des Bauges,409,1976,795,3180,376,1831,684,2891,999,701,1255,2187,290,614,25,6071
CA Chartres Métropole,497,2030,794,3321,417,1977,765,3159,631,684,1285,2561,509,779,31,6480
CA Chauny Tergnier la Fère,368,1258,563,2189,340,1131,472,1943,151,298,802,1984,334,549,14,4132
CA Châteauroux Métropole,336,1350,572,2258,297,1228,567,2092,278,367,816,1957,377,529,26,4350
CA Civis (Communauté Intercommunale des Villes Solidaires),1830,8797,4388,15015,2035,9562,4195,15792,1149,1652,5416,11953,3268,7336,33,30807
CA Clisson Sèvre et Maine Agglo,124,434,179,737,119,564,217,900,286,246,364,563,70,85,23,1637
CA Coeur d'Essonne Agglomération,663,2581,1068,4312,524,2855,901,4280,1239,1077,2008,2614,590,1006,58,8592
CA Colmar Agglomération,419,1875,797,3091,394,1630,701,2725,604,520,1043,2394,461,776,18,5816
CA Communauté Paris-Saclay,779,3983,1567,6329,619,3936,1322,5877,2890,1741,2513,3087,629,1270,76,12206
CA Concarneau Cornouaille Agglomération,194,776,386,1356,143,703,393,1239,320,309,609,1039,152,151,15,2595
CA Creil Sud Oise,506,2282,856,3644,420,2202,655,3277,511,593,1491,2382,637,1276,31,6921
CA Dinan Agglomération,328,1308,693,2329,315,1230,679,2224,443,508,1013,2021,273,280,15,4553
CA Dracénoise,566,1971,962,3499,526,2053,1035,3614,530,700,1524,3129,512,698,20,7113
CA Durance-Lubéron-Verdon Agglomération,301,1220,632,2153,278,1327,622,2227,435,437,876,1847,311,464,10,4380
CA Ecla (Espace Communautaire Lons Agglomération),144,469,213,826,108,377,170,655,s.s,121,291,644,104,183,s.s,1481
"CA Epernay, Coteaux et Plaine de Champagne",221,800,290,1311,178,701,293,1172,157,210,442,1091,180,383,20,2483
CA Etampois Sud Essonne,184,737,328,1249,187,750,267,1204,247,277,547,904,158,306,14,2453
CA Evreux Portes de Normandie,514,1994,897,3405,418,1869,720,3007,479,548,1281,2590,565,914,35,6412
CA Flers Agglo,233,792,354,1379,192,777,327,1296,159,219,488,1281,162,353,13,2675
CA Fougères Agglomération,198,652,283,1133,157,622,256,1035,171,235,417,950,152,227,16,2168
CA Fécamp Caux Littoral Agglomération,232,639,314,1185,206,573,318,1097,s.s,154,405,1130,168,305,s.s,2282
CA Gap-Tallard-Durance,198,794,314,1306,162,715,362,1239,286,286,577,1008,160,217,11,2545
CA Golfe du Morbihan - Vannes Agglomération,565,2421,999,3985,456,2414,1105,3975,1374,1202,1794,2771,370,413,36,7960
CA Grand Auch Coeur de Gascogne,132,500,251,883,131,428,212,771,s.s,172,373,698,94,164,s.s,1654
CA Grand Belfort,381,1679,808,2868,355,1611,740,2706,562,561,1075,2238,417,677,44,5574
CA Grand Lac- Communauté d'Agglomération du Lac du Bourget,212,907,423,1542,191,970,473,1634,s.s,450,655,1130,161,228,s.s,3176
CA Grand Montauban,415,1723,661,2799,384,1720,617,2721,484,450,1131,1960,439,1036,20,5520
CA Grand Paris Sud Seine Essonne Sénart,1204,6099,2465,9768,1216,6417,1943,9576,2474,2198,4674,5626,1448,2782,142,19344
CA Grand Sud Caraïbe,643,2817,1985,5445,733,3641,2127,6501,450,816,2375,4707,1255,2295,48,11946
CA Grand-Poitiers,773,2933,923,4629,612,2459,830,3901,1354,1024,1860,3040,423,786,43,8530
CA Guingamp-Paimpol Armor-Argoat Agglomération,255,1077,600,1932,237,992,572,1801,325,381,789,1705,238,282,13,3733
"CA Havraise (Co,D,A,H,)",1539,5645,2188,9372,1415,4680,2008,8103,1414,1359,3565,7800,1176,2097,64,17475
CA Hermitage-Tournonais-Herbasse-Pays de Saint Félicien,235,964,421,1620,196,915,407,1518,307,314,616,1203,202,484,12,3138
CA Hérault-Méditerranée,569,2277,1157,4003,524,2223,1144,3891,516,766,1709,3517,589,776,21,7894
CA Intercommunale de la Réunion Est (Cirest),1292,5632,2546,9470,1268,5733,2325,9326,462,943,3581,7957,1776,4029,48,18796
CA Intercommunale du Nord de la Réunion (Cinor),1777,7893,3647,13317,1915,8630,3332,13877,1587,1767,5565,9887,2656,5669,63,27194
CA Lannion-Trégor Communauté,371,1410,708,2489,287,1217,680,2184,594,525,1037,1914,300,289,14,4673
CA Limoges Métropole,917,3482,1246,5645,822,3124,1084,5030,1240,988,2185,3971,701,1562,28,10675
CA Lisieux Normandie,352,1019,468,1839,308,921,411,1640,189,236,603,1680,268,490,13,3479
CA Loire Forez,340,1066,566,1972,335,1141,638,2114,318,403,906,1839,213,393,14,4086
CA Lorient Agglomération,801,3198,1483,5482,713,2936,1493,5142,1367,1236,2249,4346,595,789,42,10624
CA Luberon Monts de Vaucluse,319,1239,623,2181,286,1240,634,2160,374,430,831,1477,321,898,10,4341
CA Marne et Gondoire,250,1394,564,2208,249,1387,509,2145,826,649,1011,1241,246,361,19,4353
CA Maubeuge Val de Sambre,1068,3932,1498,6498,907,3521,1230,5658,481,804,2681,5826,920,1421,23,12156
CA Mauges Communauté,263,887,422,1572,258,1042,508,1808,275,390,709,1428,234,332,12,3380
CA Melun Val de Seine,492,2498,1000,3990,488,2326,767,3581,844,793,1792,2344,514,1242,42,7571
CA Metz Métropole,990,4776,1932,7698,812,3963,1658,6433,1881,1425,2689,5020,966,2079,71,14131
CA Mont de Marsan Agglomération,195,792,323,1310,193,803,307,1303,s.s,284,545,1064,167,325,s.s,2613
CA Mont-Saint-Michel-Normandie,291,925,506,1722,238,830,409,1477,249,309,623,1432,217,342,27,3199
"CA Montargoise et Rives du Loing (A,M,E,)",344,1340,642,2326,358,1400,531,2289,319,321,799,1880,426,839,31,4615
CA Montluçon Communauté,309,1124,583,2016,243,1031,505,1779,243,291,685,1792,290,482,12,3795
CA Montélimar Agglomération,319,1240,594,2153,291,1262,606,2159,374,440,844,1747,301,586,20,4312
CA Morlaix Communauté,264,940,443,1647,191,882,456,1529,341,353,727,1351,179,214,11,3176
CA Moulins Communauté,279,990,487,1756,222,900,443,1565,201,274,578,1529,282,440,17,3321
CA Mulhouse Alsace Agglomération,1314,6136,2646,10096,1046,5045,2134,8225,1505,1540,3501,7747,1190,2755,83,18321
CA Mâconnais Beaujolais Agglomération,273,1167,466,1906,261,1084,444,1789,357,344,701,1452,271,552,18,3695
CA Paris - Vallée de la Marne,773,3625,1513,5911,660,3671,1325,5656,1745,1454,2733,3497,733,1358,47,11567
CA Pau Béarn Pyrénées,648,2526,1153,4327,520,2537,1144,4201,1391,1054,1784,3142,367,757,33,8528
CA Pays Foix-Varilhes,140,555,262,957,145,553,249,947,s.s,179,418,798,97,190,s.s,1904
CA Pays de Montbéliard Agglomération,506,2185,1090,3781,456,2060,1060,3576,471,695,1429,3237,537,968,20,7357
CA Plaine Vallée,617,2705,1283,4605,475,2782,1114,4371,1671,1285,2066,2496,530,896,32,8976
CA Pornic Agglo Pays de Retz,214,657,343,1214,165,712,448,1325,324,374,626,982,113,108,12,2539
"CA Porte de l'Isère (C,A,P,I)",418,1746,645,2809,434,1862,685,2981,560,578,1205,2223,442,736,46,5790
CA Portes de France-Thionville,302,1386,589,2277,256,1252,562,2070,510,449,891,1759,251,466,21,4347
CA Privas Centre Ardèche,229,677,343,1249,177,635,334,1146,216,244,503,950,164,302,16,2395
CA Provence-Alpes-Agglomération,219,960,473,1652,187,849,461,1497,s.s,283,630,1423,210,321,s.s,3149
CA Quimper Bretagne Occidentale,407,1688,670,2765,354,1433,577,2364,666,617,1134,1993,304,384,31,5129
CA Rambouillet Territoires,202,711,370,1283,145,754,372,1271,655,418,508,684,106,165,18,2554
CA Roannais Agglomération,379,1545,757,2681,365,1439,738,2542,382,441,1002,2360,341,680,17,5223
CA Rochefort Océan,261,1050,539,1850,224,1065,569,1858,s.s,382,731,1756,208,297,s.s,3708
CA Rodez Agglomération,190,677,260,1127,180,584,257,1021,246,259,435,835,119,239,15,2148
CA Roissy Pays de France,1646,7171,3355,12172,1578,7018,2725,11321,2198,2280,5822,7094,1911,4089,99,23493
CA Royan Atlantique,358,1357,726,2441,276,1317,936,2529,429,558,1102,2236,305,329,11,4970
CA Saint Germain Boucles de Seine,704,4348,2274,7326,584,4433,1876,6893,4060,1914,2728,3359,677,1379,102,14219
CA Saint-Brieuc Armor Agglomération,588,2487,1061,4136,520,2173,1001,3694,780,825,1614,3272,554,754,31,7830
CA Saint-Louis Agglomération,199,1236,794,2229,212,1063,565,1840,510,427,764,1667,225,460,16,4069
CA Saint-Lô Agglo,256,900,380,1536,234,815,334,1383,s.s,262,541,1367,179,352,s.s,2919
CA Sarreguemines Confluences,254,1087,642,1983,205,863,518,1586,214,258,663,1614,261,548,11,3569
CA Saumur Val de Loire,487,1638,743,2868,429,1595,832,2856,344,412,960,2419,560,1011,18,5724
CA Seine Eure,351,1185,535,2071,309,1075,501,1885,278,331,820,1610,353,538,26,3956
CA Seine Normandie Agglomération,370,1304,605,2279,322,1265,635,2222,439,449,975,1720,334,563,21,4501
CA Sud Sainte Baume,260,883,497,1640,163,939,533,1635,s.s,450,773,1267,194,135,s.s,3275
CA Tarbes-Lourdes-Pyrénées,624,2568,1303,4495,568,2502,1448,4518,699,882,1859,4002,639,916,16,9013
CA Terre de Provence,278,997,584,1859,238,1067,534,1839,s.s,331,759,1378,254,643,s.s,3698
CA Territoire de la Côte Ouest (Tco),2014,10110,4815,16939,2312,10646,4305,17263,1539,2016,5518,13152,3669,8259,49,34202
CA Territoires Vendômois,222,666,382,1270,140,627,355,1122,s.s,227,439,1048,173,293,s.s,2392
CA Thonon Agglomération,261,1380,625,2266,221,1336,542,2099,624,518,901,1660,212,426,24,4365
CA Toulon Provence Méditerranée,1975,8028,3712,13715,1661,7456,3347,12464,2779,2840,5791,10206,1931,2527,105,26179
CA Troyes Champagne Métropole,838,3889,1670,6397,894,3782,1396,6072,928,984,2221,5224,1077,1996,39,12469
CA Tulle Agglo,156,527,272,955,121,504,240,865,154,153,389,788,116,207,13,1820
CA Val Parisis,846,4092,1818,6756,711,4095,1623,6429,2231,1769,3098,3868,804,1334,81,13185
CA Val d'Europe Agglomération,97,376,158,631,75,511,172,758,298,257,348,320,69,87,10,1389
CA Val d'Yerres Val de Seine,600,2487,1045,4132,489,2566,887,3942,1209,1038,2005,2404,541,839,38,8074
CA Val de Garonne Agglomération,241,950,439,1630,252,982,499,1733,204,282,599,1450,255,562,11,3363
CA Valence Romans Agglo,985,4134,1882,7001,872,3941,1657,6470,1408,1363,2657,5152,977,1848,66,13471
CA Valenciennes Métropole,1270,5059,1958,8287,1170,4157,1597,6924,1024,1211,3067,6836,1114,1918,41,15211
CA Var Esterel Méditerranée (Cavem),564,2384,1191,4139,486,2375,1230,4091,764,982,1864,3271,566,769,14,8230
CA Ventoux-Comtat-Venaissin (Cove),357,1503,754,2614,338,1515,731,2584,389,484,1002,2088,352,864,19,5198
"CA Versailles Grand Parc (C,A,V,G,P,)",478,2715,1327,4520,361,2985,1081,4427,3180,1341,1610,1824,319,609,64,8947
CA Vichy Communauté,356,1350,757,2463,314,1191,692,2197,s.s,452,913,1993,414,459,s.s,4660
CA Viennagglo,263,1050,412,1725,251,1027,421,1699,392,401,697,1270,245,401,18,3424
CA Villefranche Beaujolais Saône,262,1233,508,2003,244,1286,448,1978,424,385,788,1473,283,593,35,3981
CA Vitré Communauté,242,751,289,1282,200,766,342,1308,279,296,533,1096,163,198,25,2590
CA d'Agen,373,1498,627,2498,350,1478,694,2522,457,562,1054,2065,318,545,19,5020
CA d'Arles-Crau-Camargue-Montagnette,505,1933,1079,3517,446,2057,1010,3513,582,602,1450,2623,484,1261,28,7030
CA d'Epinal,525,1896,912,3333,443,1633,907,2983,380,514,1210,2962,440,778,32,6316
CA d'hénin-Carvin,775,2810,1191,4776,666,2354,843,3863,375,699,1999,4013,599,930,24,8639
CA de Bar-Le-Duc - Sud Meuse,130,562,275,967,127,442,222,791,s.s,134,355,810,107,237,s.s,1758
CA de Bastia,208,864,395,1467,178,813,334,1325,309,251,674,901,258,386,13,2792
CA de Blois ''agglopolys'',390,1728,813,2931,309,1567,668,2544,558,547,1018,2060,446,807,39,5475
"CA de Béthune-Bruay, Artois-Lys Romane",1568,4941,2046,8555,1327,4445,1790,7562,720,1338,3599,7771,1052,1606,31,16117
CA de Béziers-Méditerranée,794,3500,1534,5828,768,2973,1342,5083,739,959,2219,4698,934,1341,21,10911
CA de Cambrai,501,1747,829,3077,405,1533,768,2706,369,501,1231,2603,354,714,11,5783
CA de Castres Mazamet,410,1268,622,2300,386,1306,631,2323,350,414,975,1992,352,529,11,4623
CA de Cergy-Pontoise,815,4150,1494,6459,710,4194,1416,6320,1893,1607,2969,3746,837,1625,102,12779
"CA de Chaumont, du Bassin Nogentais et du Bassin de Bologne Vignory Froncles",141,554,286,981,152,472,252,876,s.s,146,344,840,153,262,s.s,1857
CA de Châlons-En-Champagne,313,1315,472,2100,287,1132,391,1810,s.s,313,723,1805,270,552,s.s,3910
CA de Forbach Porte de France,346,1710,852,2908,281,1460,835,2576,306,397,983,2368,518,901,11,5484
CA de Haguenau,334,1138,640,2112,319,1171,533,2023,351,374,777,1717,310,593,13,4135
CA de Laval,289,1242,457,1988,281,1110,352,1743,445,381,733,1380,260,520,12,3731
CA de Lens - Liévin,1625,5546,2206,9377,1288,4261,1624,7173,724,1242,3619,7931,1050,1933,51,16550
CA de Longwy,203,1243,508,1954,156,861,377,1394,259,288,705,1428,211,443,14,3348
CA de Nevers,254,940,390,1584,234,733,355,1322,187,215,592,1358,184,355,15,2906
CA de Nîmes Métropole,1552,6441,3018,11011,1315,5518,2433,9266,1799,1990,4108,7492,1672,3102,114,20277
