code_epci,lib_epci,anc_moins_3_mois,anc_3_a_5_mois,anc_6_a_11_mois,anc_12_a_23_mois,anc_24_a_35_mois,anc_plus_36_mois,total
247400773.0,CC des Sources du Lac d'Annecy,258,181,196,229,104,130,1098
247600505.0,CC Campagne-de-Caux,172,131,131,182,120,205,941
247600588.0,CC des Villes Soeurs,634,464,523,631,395,771,3418
247600604.0,CC de Londinières,58,50,66,82,46,86,388
247600620.0,CC Yvetot Normandie,336,302,304,406,212,413,1973
247600646.0,CC Caux - Austreberthe,380,275,333,436,188,391,2003
247600729.0,CC Falaises du Talou,300,262,302,418,249,420,1951
247600786.0,CA de la Région Dieppoise,910,704,726,944,615,1053,4952
247700032.0,CC Moret Seine et Loing,500,384,411,494,271,405,2465
247700057.0,CA Melun Val de Seine,2935,2002,2098,2311,1092,1548,11986
247700065.0,CC du Pays de l'Ourcq,266,230,228,294,136,209,1363
247700107.0,CC Pays de Montereau,901,666,682,816,378,539,3982
247700339.0,CA Val d'Europe Agglomération,546,422,428,419,238,311,2364
247700438.0,CC Pays Créçois,436,312,329,373,185,305,1940
247700594.0,CA Marne et Gondoire,1666,1289,1213,1401,723,951,7243
247700644.0,CC l'Orée de la Brie,355,311,299,333,160,184,1642
247700701.0,CC Brie Nangissienne,409,321,354,372,198,236,1890
247800550.0,CC du Pays Houdanais (C.C.P.H.),333,244,235,318,156,226,1512
247800584.0,CA Versailles Grand Parc (C.A.V.G.P.),2986,2294,2318,2498,1229,1924,13249
247800618.0,CC Coeur d'Yvelines,493,393,377,456,232,334,2285
247900798.0,CC du Thouarsais,592,447,467,577,305,476,2864
248000499.0,CC du Val de Somme,324,285,293,396,202,440,1940
248000531.0,CA Amiens Métropole,3743,2735,2898,3569,2041,3612,18598
248000747.0,CC du Pays du Coquelicot,417,368,415,490,253,527,2470
248100158.0,CC du Sor et de l'Agout,335,248,283,351,195,281,1693
248100430.0,CA de Castres Mazamet,1466,1096,1135,1441,772,1209,7119
248100497.0,CC Val 81,63,47,54,66,33,64,327
248100737.0,CA de l'Albigeois (C2A),1536,1143,1132,1413,730,1095,7049
248100745.0,CC Thoré Montagne Noire,70,58,50,88,56,58,380
248200016.0,CC des Deux Rives,365,237,262,388,196,299,1747
248200057.0,CC du Quercy Caussadais,388,278,323,401,221,354,1965
248200065.0,CC de la Lomagne Tarn-et-Garonnaise,153,124,153,169,81,115,795
248200099.0,CA Grand Montauban,1644,1303,1285,1637,826,1318,8013
248200107.0,CC du Quercy Rouergue et des Gorges de l'Aveyron,133,87,107,146,93,137,703
248300394.0,CA Sud Sainte-Baume,1133,744,723,921,490,702,4713
248300410.0,CC de la Vallée du Gapeau,506,370,320,403,208,278,2085
248300493.0,CA Dracénoise,2230,1686,1610,1967,903,1464,9860
248300543.0,Métropole Toulon-Provence-Méditerranée,8716,5947,5719,6927,3666,5793,36768
248300550.0,CC Coeur du Var,807,663,610,776,382,575,3813
248400053.0,CA Ventoux-Comtat-Venaissin (COVE),1646,1185,1302,1507,799,1361,7800
248400160.0,CC Aygues-Ouvèze en Provence (CCAOP),343,255,298,332,194,264,1686
248400236.0,CC du Pays Réuni d'Orange,1025,799,810,1018,537,840,5029
248400251.0,CA du Grand Avignon (COGA),4666,3475,3742,4455,2312,3564,22214
248400285.0,CC Territoriale Sud-Luberon,420,343,378,456,225,359,2181
248400293.0,CC des Sorgues du Comtat,1065,776,837,1079,575,880,5212
248400319.0,CC du Pays des Sorgues et des Monts de Vaucluse,674,447,524,658,358,584,3245
248400335.0,CC Vaison Ventoux,325,235,240,287,172,274,1533
248500191.0,CC de l'Île de Noirmoutier,257,118,104,153,96,125,853
248500258.0,CC Océan Marais de Monts,450,344,292,370,182,317,1955
248500340.0,CC Pays de Chantonnay,323,268,302,376,164,282,1715
248500415.0,CC du Pays de la Châtaigneraie,229,160,192,164,120,183,1048
248500464.0,CC du Pays de Pouzauges,359,266,263,341,183,247,1659
248500530.0,CC du Pays des Achards,322,251,243,304,161,269,1550
248500563.0,"CC Vendée, Sèvre, Autise",255,192,193,248,125,229,1242
248500589.0,CA La Roche-sur-Yon Agglomération,1802,1495,1434,1680,853,1453,8717
248500621.0,CC du Pays des Herbiers,496,395,384,442,211,331,2259
248500662.0,CC du Pays de Mortagne,371,283,306,327,169,265,1721
248600413.0,CA Grand Châtellerault,1283,1112,1066,1358,743,1147,6709
248600447.0,CC du Pays Loudunais,382,293,331,416,237,430,2089
248700189.0,CC du Pays de Saint-Yrieix,148,142,141,169,90,132,822
248719262.0,CC Gartempe - Saint-Pardoux,47,48,51,59,38,78,321
248719288.0,CC du Val de Vienne,154,123,158,184,100,122,841
248719312.0,CU Limoges Métropole,3447,2738,2715,3196,1622,2835,16553
248719338.0,CC Briance-Combade,52,54,55,48,42,79,330
248719353.0,CC des Portes de Vassivière,75,46,58,85,43,77,384
248719361.0,CC de Noblat,143,119,106,162,93,154,777
248900334.0,CA du Grand Sénonais,1105,854,950,1081,545,810,5345
248900383.0,CC de l'Agglomération Migennoise,245,196,246,268,161,212,1328
248900524.0,CC de l'Aillantais,122,86,140,168,59,111,686
248900664.0,CC de la Vanne et du Pays d'Othe,119,101,105,157,67,110,659
248900748.0,CC du Gâtinais en Bourgogne,233,186,212,254,125,194,1204
248900896.0,CC Yonne Nord,331,309,296,343,158,263,1700
248900938.0,CC du Jovinien,365,258,313,362,205,288,1791
249000241.0,CC du Sud Territoire,420,324,393,395,214,322,2068
249100074.0,CC du Pays de Limours (CCPL),219,167,181,181,91,142,981
249100157.0,CC des Deux Vallées,179,147,164,184,98,117,889
249100546.0,CC du Val d'Essonne (CCVE),698,497,551,583,279,414,3022
249100553.0,CC Entre Juine et Renarde (CCEJR),308,191,233,287,114,199,1332
249100595.0,CC Le Dourdannais en Hurepoix (CCDH),337,236,254,281,129,189,1426
249500109.0,CA de Cergy-Pontoise,4381,3164,3165,3580,1785,2592,18667
249500430.0,CC Sausseron Impressionnistes,199,162,178,172,90,171,972
249500455.0,CC de la Vallée de l'Oise et des Trois Forêts,440,354,377,426,214,330,2141
249500489.0,CC du Haut Val d'Oise,725,542,592,601,285,385,3130
249500513.0,CC du Vexin-Val de Seine,221,163,152,200,129,185,1050
249710047.0,CC de Marie-Galante,223,226,209,298,180,327,1463
249710062.0,CA du Nord Basse-Terre,1664,1509,1601,2070,1173,2906,10923
249710070.0,CA Grand Sud Caraïbe,1679,1556,1553,2268,1501,4195,12752
249720053.0,CA de l'Espace Sud de la Martinique,2492,2137,2549,3014,1823,3701,15716
249720061.0,CA du Centre de la Martinique,3276,2975,3165,3807,2017,4775,20015
249730037.0,CC de l'Ouest Guyanais,1364,1014,991,1029,458,602,5458
249730045.0,CA du Centre Littoral,3595,2925,2507,2405,1009,1424,13865
249730052.0,CC de l'Est Guyanais,176,140,118,128,56,113,731
249740077.0,CA CIVIS (Communauté Intercommunale des VIlles Solidaires),4750,4332,4837,7094,4797,11157,36967
249740085.0,CA du Sud,3293,2972,3718,4984,3415,8137,26519
249740093.0,CA Intercommunale de la Réunion Est (CIREST),3323,2749,3313,4311,2578,5363,21637
249740101.0,CA Territoire de la Côte Ouest (TCO),5506,5250,6293,7823,4809,11828,41509
249740119.0,CA Intercommunale du Nord de la Réunion (CINOR),5143,4726,4976,7063,4375,8121,34404
,Hors EPCI,1340,822,782,813,383,1382,5522
